_debug,_prepare,_run,_timeout,_trialId,acc,accuracy,auto_log,average_response_time,avg_rt,background,bidi,cal_beep,cal_target_size,canvas_backend,cols,column_order,compensation,cond,coordinates,correct,correct_feedback,correct_keyboard_wait,correct_response,count_CHANGELOG,count_Instructions,count_block_loop,count_collect_response,count_correct_feedback,count_dual_instruction_EN,count_dual_instruction_NL,count_dual_response_feedback,count_end_of_experiment_EN,count_end_of_experiment_NL,count_end_of_practice_EN,count_end_of_practice_NL,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_feedback_count_response,count_form_base,count_get_count_response,count_incorrect_feedback,count_init,count_init_trial,count_keyboard_wait,count_practice_loop,count_response,count_response_question,count_single_feedback,count_single_instruction_EN,count_single_instruction_NL,count_sketchpad,count_suppress_warnings,count_timeout_feedback,count_trial_sequence,custom_cursor,cycles,description,digitCount,duration,expyriment_opengl,eye_used,file,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,form_question,form_text,form_title,form_var,height,img,imgNr,item,keyboard_backend,lang,log_msg,mode,mouse_backend,nGap,nSacc,n_blink,note,offset,ok_text,only_render,order,outlier,practice,press_key,render_only,repeat,repeat_cycle,reset_variables,resp,response,response_correct_feedback,response_feedback_count_response,response_incorrect_feedback,response_keyboard_wait,response_time,response_time_correct_feedback,response_time_feedback_count_response,response_time_incorrect_feedback,response_time_keyboard_wait,response_time_timeout_feedback,response_timeout_feedback,rows,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scene,sceneNr,search_rt,skip,sound_freq,sound_sample_size,srcFolder,start,start_response_interval,subject_nr,subject_parity,synth_backend,targetDigit,throttle,time_CHANGELOG,time_Instructions,time_block_loop,time_collect_response,time_correct_feedback,time_dual_instruction_EN,time_dual_instruction_NL,time_dual_response_feedback,time_end_of_experiment_EN,time_end_of_experiment_NL,time_end_of_practice_EN,time_end_of_practice_NL,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback_count_response,time_form_base,time_get_count_response,time_incorrect_feedback,time_init,time_init_trial,time_keyboard_wait,time_practice_loop,time_single_feedback,time_single_instruction_EN,time_single_instruction_NL,time_sketchpad,time_suppress_warnings,time_timeout_feedback,time_trial_sequence,timeout,timeout_feedback,title,tracker_attached,transparent_variables,trialCount,trialId,trialType,voiceInterval,width,xTarget,xpos,yTarget,ypos
no,NA,NA,20000,155,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,155,44,155,155,155,0,0,0,0,0,0,155,155,155,155,You,53,0,155,0,0,155,157,0,0,How,155,155,155,155,0,55,155,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,163,NA,legacy,english,NA,NA,xpyriment,0,86,10,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,6341,3950,6341,4165,915,2314,space,NA,30581,NA,NA,legacy,163.0,163,20000,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,3,2,NA,775686,NA,NA,3411052,4937755,NA,NA,NA,NA,1091887,NA,NA,29852,4938897,4970759,4940052,4936979,4964418,3270,4960187,1125804,NA,NA,4937982,NA,NA,3472210,NA,4940187,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,155,control,1500,1280,365,NA,264,NA
no,NA,NA,20000,156,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,156,44,156,156,156,0,0,0,0,0,0,156,156,156,156,You,54,0,156,0,0,156,158,0,2,How,156,156,156,156,0,55,156,no,NA,Message,2,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,138,NA,legacy,english,NA,NA,xpyriment,0,61,7,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2663,3950,2663,4165,860,2314,space,NA,21009,NA,NA,legacy,138.0,138,16267,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,4971937,NA,NA,NA,NA,1091887,NA,NA,29852,4973027,4995469,4974338,4971107,4992806,3270,4990737,1125804,NA,NA,4972166,NA,NA,3472210,NA,4974471,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,156,control,1500,1280,390,NA,533,NA
no,NA,NA,20000,157,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,157,44,157,157,157,0,0,0,0,0,0,157,157,157,157,You,55,0,157,0,0,157,159,0,0,How,157,157,157,157,0,55,157,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,119,NA,legacy,english,NA,NA,xpyriment,0,35,7,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,space,3607,3950,3607,4165,968,2314,space,NA,12584,NA,NA,legacy,119.0,119,6504,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,1,2,NA,775686,NA,NA,3411052,4996616,NA,NA,NA,NA,1091887,NA,NA,29852,4997815,5011393,4998696,4995819,5007786,3270,5005322,1125804,NA,NA,4996847,NA,NA,3472210,NA,4998819,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,157,control,1500,1280,423,NA,816,NA
no,NA,NA,20000,158,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,158,44,158,158,158,0,0,0,0,0,0,158,158,158,158,You,56,0,158,0,0,158,160,0,2,How,158,158,158,158,0,55,158,no,NA,Message,3,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,198,NA,legacy,english,NA,NA,xpyriment,0,72,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,3192,3950,3192,4165,1503,2314,space,NA,25160,NA,NA,legacy,198.0,198,20000,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,3,2,NA,775686,NA,NA,3411052,5012635,NA,NA,NA,NA,1091887,NA,NA,29852,5014366,5040468,5015191,5011742,5037276,3270,5035317,1125804,NA,NA,5012862,NA,NA,3472210,NA,5015317,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,158,control,1500,1280,1159,NA,91,NA
no,NA,NA,20000,159,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,159,44,159,159,159,0,0,0,0,0,0,159,159,159,159,You,57,0,159,0,0,159,161,0,1,How,159,159,159,159,0,55,159,no,NA,Message,1,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,55,NA,legacy,english,NA,NA,xpyriment,0,46,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2857,3950,2857,4165,922,2314,space,NA,17511,NA,NA,legacy,55.0,55,11362,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,5,2,NA,775686,NA,NA,3411052,5041622,NA,NA,NA,NA,1091887,NA,NA,29852,5042775,5061308,5043681,5040816,5058451,3270,5055168,1125804,NA,NA,5041852,NA,NA,3472210,NA,5043806,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,159,control,1500,1280,35,NA,351,NA
no,NA,NA,20000,160,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,160,44,160,160,160,0,0,0,0,0,0,160,160,160,160,You,58,0,160,0,0,160,162,0,0,How,160,160,160,160,0,55,160,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,36,NA,legacy,english,NA,NA,xpyriment,0,55,5,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2155,3950,2155,4165,827,2314,space,NA,18197,NA,NA,legacy,36.0,36,13691,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,3,2,NA,775686,NA,NA,3411052,5062479,NA,NA,NA,NA,1091887,NA,NA,29852,5063538,5082734,5064418,5061657,5080578,3270,5078237,1125804,NA,NA,5062710,NA,NA,3472210,NA,5064547,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,160,control,1500,1280,1043,NA,387,NA
no,NA,NA,20000,161,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,161,44,161,161,161,0,0,0,0,0,0,161,161,161,161,You,59,0,161,0,0,161,163,0,0,How,161,161,161,161,0,55,161,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,42,NA,legacy,english,NA,NA,xpyriment,0,24,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2743,3950,2743,4165,901,2314,space,NA,9700,NA,NA,legacy,42.0,42,1333,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,2,2,NA,775686,NA,NA,3411052,5083873,NA,NA,NA,NA,1091887,NA,NA,29852,5085002,5096331,5086508,5083083,5093587,3270,5087973,1125804,NA,NA,5084101,NA,NA,3472210,NA,5086640,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,161,control,1500,1280,128,NA,413,NA
no,NA,NA,20000,162,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,162,44,162,162,162,0,0,0,0,0,0,162,162,162,162,You,60,0,162,0,0,162,164,0,0,How,162,162,162,162,0,55,162,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,29,NA,legacy,english,NA,NA,xpyriment,0,15,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2502,3950,2502,4165,826,2314,space,NA,7069,NA,NA,legacy,29.0,29,1810,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,5,2,NA,775686,NA,NA,3411052,5097471,NA,NA,NA,NA,1091887,NA,NA,29852,5098520,5106626,5099440,5096680,5104124,3270,5101375,1125804,NA,NA,5097694,NA,NA,3472210,NA,5099565,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,162,control,1500,1280,466,NA,109,NA
no,NA,NA,20000,163,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,163,44,163,163,163,0,0,0,0,0,0,163,163,163,163,You,61,0,163,0,0,163,165,0,4,How,163,163,163,163,0,55,163,no,NA,Message,4,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,165,NA,legacy,english,NA,NA,xpyriment,0,86,13,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,m,2187,3950,2187,4165,834,2314,space,NA,30117,NA,NA,legacy,165.0,165,20001,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,1,2,NA,775686,NA,NA,3411052,5107760,NA,NA,NA,NA,1091887,NA,NA,29852,5108816,5140293,5110052,5106975,5138106,3270,5130186,1125804,NA,NA,5107981,NA,NA,3472210,NA,5110186,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,163,control,1500,1280,1062,NA,297,NA
no,NA,NA,20000,164,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,164,44,164,164,164,0,0,0,0,0,0,164,164,164,164,You,62,0,164,0,0,164,166,0,0,How,164,164,164,164,0,55,164,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,45,NA,legacy,english,NA,NA,xpyriment,0,26,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2496,3950,2496,4165,2919,2314,space,NA,8415,NA,NA,legacy,45.0,45,3831,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,3,2,NA,775686,NA,NA,3411052,5141494,NA,NA,NA,NA,1091887,NA,NA,29852,5144634,5156383,5147834,5140642,5153887,3270,5151807,1125804,NA,NA,5141714,NA,NA,3472210,NA,5147976,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,164,control,1500,1280,221,NA,390,NA
no,NA,NA,20000,165,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,165,44,165,165,165,0,0,0,0,0,0,165,165,165,165,You,63,0,165,0,0,165,167,0,1,How,165,165,165,165,0,55,165,no,NA,Message,1,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,73,NA,legacy,english,NA,NA,xpyriment,0,33,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2812,3950,2812,4165,938,2314,space,NA,12808,NA,NA,legacy,73.0,73,6816,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,5157601,NA,NA,NA,NA,1091887,NA,NA,29852,5158768,5172765,5159844,5156731,5169952,3270,5166783,1125804,NA,NA,5157829,NA,NA,3472210,NA,5159967,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,165,control,1500,1280,635,NA,788,NA
no,NA,NA,20000,166,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,166,44,166,166,166,0,0,0,0,0,0,166,166,166,166,You,64,0,166,0,0,166,168,0,1,How,166,166,166,166,0,55,166,no,NA,Message,1,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,78,NA,legacy,english,NA,NA,xpyriment,0,75,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,4729,3950,4729,4165,756,2314,space,NA,28201,NA,NA,legacy,78.0,78,20000,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,5173942,NA,NA,NA,NA,1091887,NA,NA,29852,5174916,5204239,5175914,5173114,5199510,3270,5196048,1125804,NA,NA,5174160,NA,NA,3472210,NA,5176048,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,166,control,1500,1280,499,NA,395,NA
no,NA,NA,20000,167,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,167,44,167,167,167,0,0,0,0,0,0,167,167,167,167,You,65,0,167,0,0,167,169,0,1,How,167,167,167,167,0,55,167,no,NA,Message,1,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,181,NA,legacy,english,NA,NA,xpyriment,0,80,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2752,3950,2752,4165,1259,2314,space,NA,25155,NA,NA,legacy,181.0,181,20001,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,5205538,NA,NA,NA,NA,1091887,NA,NA,29852,5207015,5235360,5210086,5204588,5232608,3270,5230215,1125804,NA,NA,5205756,NA,NA,3472210,NA,5210215,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,167,control,1500,1280,1143,NA,206,NA
no,NA,NA,20000,168,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,168,44,168,168,168,0,0,0,0,0,0,168,168,168,168,You,66,0,168,0,0,168,170,0,0,How,168,168,168,168,0,55,168,no,NA,Message,2,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,16,NA,legacy,english,NA,NA,xpyriment,0,67,9,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,4032,3950,4032,4165,1672,2314,space,NA,27706,NA,NA,legacy,16.0,16,20001,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,3,2,NA,775686,NA,NA,3411052,5236475,NA,NA,NA,NA,1091887,NA,NA,29852,5238371,5268203,5240386,5235709,5264170,3270,5260508,1125804,NA,NA,5236699,NA,NA,3472210,NA,5240508,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,168,control,1500,1280,345,NA,487,NA
no,NA,NA,20000,169,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,169,44,169,169,169,0,0,0,0,0,0,169,169,169,169,You,67,0,169,0,0,169,171,0,3,How,169,169,169,169,0,55,169,no,NA,Message,3,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,46,NA,legacy,english,NA,NA,xpyriment,0,77,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2344,3950,2344,4165,1192,2314,space,NA,24797,NA,NA,legacy,46.0,46,20000,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,5,2,NA,775686,NA,NA,3411052,5269406,NA,NA,NA,NA,1091887,NA,NA,29852,5270823,5296905,5271977,5268552,5294561,3270,5292119,1125804,NA,NA,5269630,NA,NA,3472210,NA,5272119,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,169,control,1500,1280,1223,NA,420,NA
no,NA,NA,20000,170,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,170,44,170,170,170,0,0,0,0,0,0,170,170,170,170,You,68,0,170,0,0,170,172,0,2,How,170,170,170,170,0,55,170,no,NA,Message,1,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,194,NA,legacy,english,NA,NA,xpyriment,0,78,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,4655,3950,4655,4165,1116,2314,space,NA,27192,NA,NA,legacy,194.0,194,20001,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,5298033,NA,NA,NA,NA,1091887,NA,NA,29852,5299369,5333149,5305842,5297254,5328494,3270,5325968,1125804,NA,NA,5298252,NA,NA,3472210,NA,5305968,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,170,control,1500,1280,580,NA,702,NA
no,NA,NA,20000,171,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,171,44,171,171,171,0,0,0,0,0,0,171,171,171,171,You,69,0,171,0,0,171,173,0,2,How,171,171,171,171,0,55,171,no,NA,Message,2,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,88,NA,legacy,english,NA,NA,xpyriment,0,78,8,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,1489,3950,1489,4165,924,2314,space,NA,24295,NA,NA,legacy,88.0,88,20002,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,1,2,NA,775686,NA,NA,3411052,5334526,NA,NA,NA,NA,1091887,NA,NA,29852,5335730,5361262,5336840,5333498,5359772,3270,5356978,1125804,NA,NA,5334806,NA,NA,3472210,NA,5336978,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,171,control,1500,1280,226,NA,441,NA
no,NA,NA,20000,172,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,172,44,172,172,172,0,0,0,0,0,0,172,172,172,172,You,70,0,172,0,0,172,174,0,0,How,172,172,172,172,0,55,172,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,120,NA,legacy,english,NA,NA,xpyriment,0,19,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,3598,3950,3598,4165,3958,2314,space,NA,8115,NA,NA,legacy,120.0,120,2280,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,5,2,NA,775686,NA,NA,3411052,5362741,NA,NA,NA,NA,1091887,NA,NA,29852,5366970,5379953,5371722,5361611,5376354,3270,5374126,1125804,NA,NA,5363012,NA,NA,3472210,NA,5371846,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,172,control,1500,1280,368,NA,366,NA
no,NA,NA,20000,173,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,173,44,173,173,173,0,0,0,0,0,0,173,173,173,173,You,71,0,173,0,0,173,175,0,0,How,173,173,173,173,0,55,173,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,18,NA,legacy,english,NA,NA,xpyriment,0,64,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,3214,3950,3214,4165,1001,2314,space,NA,21995,NA,NA,legacy,18.0,18,16471,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,1,2,NA,775686,NA,NA,3411052,5381080,NA,NA,NA,NA,1091887,NA,NA,29852,5382299,5405837,5383728,5380302,5402622,3270,5400323,1125804,NA,NA,5381298,NA,NA,3472210,NA,5383852,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,173,control,1500,1280,536,NA,202,NA
no,NA,NA,20000,174,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,174,44,174,174,174,0,0,0,0,0,0,174,174,174,174,You,72,0,174,0,0,174,176,0,0,How,174,174,174,174,0,55,174,no,NA,Message,0,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,47,NA,legacy,english,NA,NA,xpyriment,0,27,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2461,3950,2461,4165,745,2314,space,NA,9049,NA,NA,legacy,47.0,47,4191,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,5407057,NA,NA,NA,NA,1091887,NA,NA,29852,5408026,5418075,5408908,5406186,5415614,3270,5413226,1125804,NA,NA,5407281,NA,NA,3472210,NA,5409035,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,174,control,1500,1280,244,NA,591,NA
no,NA,NA,20000,175,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,175,44,175,175,175,0,0,0,0,0,0,175,175,175,175,You,73,0,175,0,0,175,177,0,2,How,175,175,175,175,0,55,175,no,NA,Message,2,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,58,NA,legacy,english,NA,NA,xpyriment,0,72,8,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2506,3950,2506,4165,839,2314,space,NA,24859,NA,NA,legacy,58.0,58,19278,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,4,2,NA,775686,NA,NA,3411052,5419402,NA,NA,NA,NA,1091887,NA,NA,29852,5420461,5447360,5422379,5418425,5444854,3270,5441788,1125804,NA,NA,5419622,NA,NA,3472210,NA,5422512,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,175,control,1500,1280,1235,NA,140,NA
no,NA,NA,20000,176,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,176,44,176,176,176,0,0,0,0,0,0,176,176,176,176,You,74,0,176,0,0,176,178,0,4,How,176,176,176,176,0,55,176,no,NA,Message,4,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,1,NA,legacy,english,NA,NA,xpyriment,0,79,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,3166,3950,3166,4165,888,2314,space,NA,25822,NA,NA,legacy,1.0,1,20001,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,3,2,NA,775686,NA,NA,3411052,5448445,NA,NA,NA,NA,1091887,NA,NA,29852,5449551,5476177,5450243,5447709,5473010,3270,5470366,1125804,NA,NA,5448662,NA,NA,3472210,NA,5450366,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,176,control,1500,1280,941,NA,527,NA
no,NA,NA,20000,177,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,177,44,177,177,177,0,0,0,0,0,0,177,177,177,177,You,75,0,177,0,0,177,179,0,1,How,177,177,177,177,0,55,177,no,NA,Message,1,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,69,NA,legacy,english,NA,NA,xpyriment,0,78,10,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,3331,3950,3331,4165,831,2314,space,NA,27054,NA,NA,legacy,69.0,69,20000,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,1,2,NA,775686,NA,NA,3411052,5477428,NA,NA,NA,NA,1091887,NA,NA,29852,5478484,5506517,5479335,5476526,5503185,3270,5499472,1125804,NA,NA,5477652,NA,NA,3472210,NA,5479472,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,177,control,1500,1280,645,NA,476,NA
no,NA,NA,20000,178,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,178,44,178,178,178,0,0,0,0,0,0,178,178,178,178,You,76,0,178,0,0,178,180,0,3,How,178,178,178,178,0,55,178,no,NA,Message,3,NA,yes,undefined,PP04.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,196,NA,legacy,english,NA,NA,xpyriment,0,79,9,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,3010,3950,3010,4165,1735,2314,space,NA,25280,NA,NA,legacy,196.0,196,20000,NA,44100,-16,resources/stimuli,experiment,None,4,even,legacy,2,2,NA,775686,NA,NA,3411052,5508094,NA,NA,NA,NA,1091887,NA,NA,29852,5510115,5536271,5510878,5506866,5533261,3270,5531001,1125804,NA,NA,5508379,NA,NA,3472210,NA,5511001,NA,3494931,NA,NA,Too,P0010.4,NA,no,200,178,control,1500,1280,533,NA,824,NA
